"","vc","br","conc","cond","log10conc","Mm_in_infection_median","Dd_in_infection_median","Mm_in_infection_mad","Dd_in_infection_mad","Mm_in_infection_mean","Dd_in_infection_mean","Mm_in_infection_sd","Dd_in_infection_sd"
"1","VC DMSO 0.3%",1,0.00411522633744856,"-",-2.38560627359831,1.08787287882872,0.955493700089967,0.13794342583799,0.119474004519765,1.04573246253964,0.948789178302516,0.167419034594923,0.103516006122162
"2","VC DMSO 0.3%",1,0.0123456790123457,"-",-1.90848501887865,1.07271322975227,0.926280394461615,0.159328560467203,0.143559739342217,1.05559272827994,0.945386049713795,0.140688623777121,0.119154228998443
"3","VC DMSO 0.3%",1,0.037037037037037,"-",-1.43136376415899,1.09363950157941,0.981127331971324,0.113395817674666,0.0917304496068592,1.08099631767781,0.967804353012862,0.113447830426413,0.0953248812438908
"4","VC DMSO 0.3%",1,0.111111111111111,"-",-0.954242509439325,1.09241134156574,0.952712578490271,0.109100857026682,0.0665177355769797,1.07231304209327,0.938773776263357,0.131703993414298,0.0893648718556134
"5","VC DMSO 0.3%",1,0.333333333333333,"-",-0.477121254719663,1.0830014596809,0.945767746920765,0.13996501731485,0.0939730615631475,1.05674919748226,0.941392927185946,0.126841915378924,0.112510352976676
"6","VC DMSO 0.3%",1,1,"-",0,1.00509273375504,0.975277128895346,0.209253746474472,0.109252404823735,1.02925659694789,0.972185630246607,0.156074516796304,0.0919986330523277
"7","VC DMSO 0.3%",1,0.00411522633744856,"Pt_48",-2.38560627359831,0.78881641801345,0.938303377228061,0,0,0.78881641801345,0.938303377228061,NA,NA
"8","VC DMSO 0.3%",1,0.0123456790123457,"Pt_48",-1.90848501887865,0.800871709607331,1.03704463980799,0,0,0.800871709607331,1.03704463980799,NA,NA
"9","VC DMSO 0.3%",1,0.037037037037037,"Pt_48",-1.43136376415899,0.791196359236027,1.00052576925904,0,0,0.791196359236027,1.00052576925904,NA,NA
"10","VC DMSO 0.3%",1,0.111111111111111,"Pt_48",-0.954242509439325,0.744857602778741,0.80689438335872,0,0,0.744857602778741,0.80689438335872,NA,NA
"11","VC DMSO 0.3%",1,0.333333333333333,"Pt_48",-0.477121254719663,0.592164787959366,0.854958277388779,0,0,0.592164787959366,0.854958277388779,NA,NA
"12","VC DMSO 0.3%",1,1,"Pt_48",0,0.381646346959583,0.524700386525622,0,0,0.381646346959583,0.524700386525622,NA,NA
"13","VC DMSO 0.3%",1,0.00411522633744856,"Sb_24",-2.38560627359831,0.875884501373872,0.920492841058484,0,0,0.875884501373872,0.920492841058484,NA,NA
"14","VC DMSO 0.3%",1,0.0123456790123457,"Sb_24",-1.90848501887865,0.872397374573915,0.670380699066765,0,0,0.872397374573915,0.670380699066765,NA,NA
"15","VC DMSO 0.3%",1,0.037037037037037,"Sb_24",-1.43136376415899,0.983779086234524,0.705011432934802,0,0,0.983779086234524,0.705011432934802,NA,NA
"16","VC DMSO 0.3%",1,0.111111111111111,"Sb_24",-0.954242509439325,0.933381798868091,0.828949721405693,0,0,0.933381798868091,0.828949721405693,NA,NA
"17","VC DMSO 0.3%",1,0.333333333333333,"Sb_24",-0.477121254719663,0.603184737019318,0.54878040493911,0,0,0.603184737019318,0.54878040493911,NA,NA
"18","VC DMSO 0.3%",1,1,"Sb_24",0,0.187853251561494,0.697505694569235,0,0,0.187853251561494,0.697505694569235,NA,NA
"19","VC DMSO 0.3%",1,0.00411522633744856,"Sb_25",-2.38560627359831,0.801793835466174,0.936031104042206,0,0,0.801793835466174,0.936031104042206,NA,NA
"20","VC DMSO 0.3%",1,0.0123456790123457,"Sb_25",-1.90848501887865,0.965210424970158,1.00974251519612,0,0,0.965210424970158,1.00974251519612,NA,NA
"21","VC DMSO 0.3%",1,0.037037037037037,"Sb_25",-1.43136376415899,0.608280173838488,0.889861862833146,0,0,0.608280173838488,0.889861862833146,NA,NA
"22","VC DMSO 0.3%",1,0.111111111111111,"Sb_25",-0.954242509439325,0.463137683865673,0.950824064537559,0,0,0.463137683865673,0.950824064537559,NA,NA
"23","VC DMSO 0.3%",1,0.333333333333333,"Sb_25",-0.477121254719663,0.327134007383155,0.791944344519819,0,0,0.327134007383155,0.791944344519819,NA,NA
"24","VC DMSO 0.3%",1,1,"Sb_25",0,-0.172305712782508,0.0657528133547624,0,0,-0.172305712782508,0.0657528133547624,NA,NA
"25","VC DMSO 0.3%",1,0.00411522633744856,"Sb_26",-2.38560627359831,0.924807863377114,0.967925200551333,0,0,0.924807863377114,0.967925200551333,NA,NA
"26","VC DMSO 0.3%",1,0.0123456790123457,"Sb_26",-1.90848501887865,1.04992008323572,0.704811700323728,0,0,1.04992008323572,0.704811700323728,NA,NA
"27","VC DMSO 0.3%",1,0.037037037037037,"Sb_26",-1.43136376415899,0.9764839562601,1.02370872145204,0,0,0.9764839562601,1.02370872145204,NA,NA
"28","VC DMSO 0.3%",1,0.111111111111111,"Sb_26",-0.954242509439325,0.66474258204647,0.995980659030026,0,0,0.66474258204647,0.995980659030026,NA,NA
"29","VC DMSO 0.3%",1,0.333333333333333,"Sb_26",-0.477121254719663,0.448808455174086,0.79181820656453,0,0,0.448808455174086,0.79181820656453,NA,NA
"30","VC DMSO 0.3%",1,1,"Sb_26",0,0.154953230027631,0.607015259602654,0,0,0.154953230027631,0.607015259602654,NA,NA
"31","VC DMSO 0.3%",1,0.00411522633744856,"Sb_44",-2.38560627359831,1.04524674153994,0.754083739625673,0,0,1.04524674153994,0.754083739625673,NA,NA
"32","VC DMSO 0.3%",1,0.0123456790123457,"Sb_44",-1.90848501887865,1.02576408988435,0.924630415729493,0,0,1.02576408988435,0.924630415729493,NA,NA
"33","VC DMSO 0.3%",1,0.037037037037037,"Sb_44",-1.43136376415899,1.06275246799608,1.15483424067338,0,0,1.06275246799608,1.15483424067338,NA,NA
"34","VC DMSO 0.3%",1,0.111111111111111,"Sb_44",-0.954242509439325,0.67819604423545,0.788653511292005,0,0,0.67819604423545,0.788653511292005,NA,NA
"35","VC DMSO 0.3%",1,0.333333333333333,"Sb_44",-0.477121254719663,0.469628791848835,0.736270845507356,0,0,0.469628791848835,0.736270845507356,NA,NA
"36","VC DMSO 0.3%",1,1,"Sb_44",0,0.0935317337298303,0.837436251625562,0,0,0.0935317337298303,0.837436251625562,NA,NA
"37","VC DMSO 0.3%",1,0.00411522633744856,"Sp_35",-2.38560627359831,0.654619682424188,0.938214496913267,0,0,0.654619682424188,0.938214496913267,NA,NA
"38","VC DMSO 0.3%",1,0.0123456790123457,"Sp_35",-1.90848501887865,0.684372460376003,1.00015869200064,0,0,0.684372460376003,1.00015869200064,NA,NA
"39","VC DMSO 0.3%",1,0.037037037037037,"Sp_35",-1.43136376415899,0.887675795894077,0.869969825883571,0,0,0.887675795894077,0.869969825883571,NA,NA
"40","VC DMSO 0.3%",1,0.111111111111111,"Sp_35",-0.954242509439325,0.73622327367512,0.689118595972178,0,0,0.73622327367512,0.689118595972178,NA,NA
"41","VC DMSO 0.3%",1,0.333333333333333,"Sp_35",-0.477121254719663,0.264602435232843,0.564655588042031,0,0,0.264602435232843,0.564655588042031,NA,NA
"42","VC DMSO 0.3%",1,1,"Sp_35",0,0.0683782341735333,-0.00732593964810562,0,0,0.0683782341735333,-0.00732593964810562,NA,NA
"43","VC DMSO 0.3%",1,0.00411522633744856,"Sp_36",-2.38560627359831,0.953594225288091,0.966519573996825,0,0,0.953594225288091,0.966519573996825,NA,NA
"44","VC DMSO 0.3%",1,0.0123456790123457,"Sp_36",-1.90848501887865,0.812412992044215,0.716958394408651,0,0,0.812412992044215,0.716958394408651,NA,NA
"45","VC DMSO 0.3%",1,0.037037037037037,"Sp_36",-1.43136376415899,0.406573426303324,0.940569759642845,0,0,0.406573426303324,0.940569759642845,NA,NA
"46","VC DMSO 0.3%",1,0.111111111111111,"Sp_36",-0.954242509439325,0.338592572116404,0.414394146067062,0,0,0.338592572116404,0.414394146067062,NA,NA
"47","VC DMSO 0.3%",1,0.333333333333333,"Sp_36",-0.477121254719663,0.309970453374206,0.264292960540465,0,0,0.309970453374206,0.264292960540465,NA,NA
"48","VC DMSO 0.3%",1,1,"Sp_36",0,0.0755006373647859,0.0714380656139822,0,0,0.0755006373647859,0.0714380656139822,NA,NA
"49","VC DMSO 0.3%",1,0.00411522633744856,"Tt_07",-2.38560627359831,0.9109948378241,1.02098638761523,0,0,0.9109948378241,1.02098638761523,NA,NA
"50","VC DMSO 0.3%",1,0.0123456790123457,"Tt_07",-1.90848501887865,0.995466435950892,0.980800289606957,0,0,0.995466435950892,0.980800289606957,NA,NA
"51","VC DMSO 0.3%",1,0.037037037037037,"Tt_07",-1.43136376415899,0.945569507760263,1.09883565024283,0,0,0.945569507760263,1.09883565024283,NA,NA
"52","VC DMSO 0.3%",1,0.111111111111111,"Tt_07",-0.954242509439325,0.841462119377532,1.05195843594956,0,0,0.841462119377532,1.05195843594956,NA,NA
"53","VC DMSO 0.3%",1,0.333333333333333,"Tt_07",-0.477121254719663,0.774575779539061,0.999045645877059,0,0,0.774575779539061,0.999045645877059,NA,NA
"54","VC DMSO 0.3%",1,1,"Tt_07",0,0.7593761674823,1.17010032870954,0,0,0.7593761674823,1.17010032870954,NA,NA
